date,hour,station_id,energy_kwh
2025-01-01,15,Station_1,16.28
2025-01-01,15,Station_2,12.62
2025-01-01,15,Station_3,12.13
2025-01-01,15,Station_4,15.02
2025-01-01,15,Station_5,11.12
2025-01-01,16,Station_1,15.49
2025-01-01,16,Station_2,12.04
2025-01-01,16,Station_3,9.4
2025-01-01,16,Station_4,17.87
2025-01-01,16,Station_5,11.75
2025-01-01,17,Station_1,27.38
2025-01-01,17,Station_2,23.47
2025-01-01,17,Station_3,26.91
2025-01-01,17,Station_4,25.95
2025-01-01,17,Station_5,26.03
2025-01-01,18,Station_1,28.53
2025-01-01,18,Station_2,24.7
2025-01-01,18,Station_3,23.58
2025-01-01,18,Station_4,35.08
2025-01-01,18,Station_5,30.43
2025-01-01,19,Station_1,26.0
2025-01-01,19,Station_2,20.61
2025-01-01,19,Station_3,32.84
2025-01-01,19,Station_4,30.07
2025-01-01,19,Station_5,35.41
2025-01-01,20,Station_1,31.27
2025-01-01,20,Station_2,37.23
2025-01-01,20,Station_3,33.68
2025-01-01,20,Station_4,23.83
2025-01-01,20,Station_5,25.32
2025-01-01,21,Station_1,36.62
2025-01-01,21,Station_2,24.67
2025-01-01,21,Station_3,36.85
2025-01-01,21,Station_4,28.92
2025-01-01,21,Station_5,24.91
2025-01-01,22,Station_1,10.49
2025-01-01,22,Station_2,13.77
2025-01-01,22,Station_3,8.14
2025-01-01,22,Station_4,13.21
2025-01-01,22,Station_5,14.38
2025-01-01,23,Station_1,14.85
2025-01-01,23,Station_2,14.15
2025-01-01,23,Station_3,13.3
2025-01-01,23,Station_4,17.77
2025-01-01,23,Station_5,9.61
2025-01-02,0,Station_1,6.82
2025-01-02,0,Station_2,5.5
2025-01-02,0,Station_3,13.16
2025-01-02,0,Station_4,15.89
2025-01-02,0,Station_5,14.71
2025-01-02,1,Station_1,12.85
2025-01-02,1,Station_2,12.49
2025-01-02,1,Station_3,13.75
2025-01-02,1,Station_4,13.96
2025-01-02,1,Station_5,16.48
2025-01-02,2,Station_1,17.87
2025-01-02,2,Station_2,17.59
2025-01-02,2,Station_3,14.46
2025-01-02,2,Station_4,12.56
2025-01-02,2,Station_5,17.26
2025-01-02,3,Station_1,10.41
2025-01-02,3,Station_2,13.37
2025-01-02,3,Station_3,8.76
2025-01-02,3,Station_4,14.53
2025-01-02,3,Station_5,14.54
2025-01-02,4,Station_1,14.61
2025-01-02,4,Station_2,16.76
2025-01-02,4,Station_3,9.76
2025-01-02,4,Station_4,12.12
2025-01-02,4,Station_5,13.44
2025-01-02,5,Station_1,18.0
2025-01-02,5,Station_2,9.96
2025-01-02,5,Station_3,18.19
2025-01-02,5,Station_4,13.97
2025-01-02,5,Station_5,16.14
2025-01-02,6,Station_1,14.03
2025-01-02,6,Station_2,13.63
2025-01-02,6,Station_3,12.71
2025-01-02,6,Station_4,12.55
2025-01-02,6,Station_5,12.76
2025-01-02,7,Station_1,29.47
2025-01-02,7,Station_2,22.48
2025-01-02,7,Station_3,25.05
2025-01-02,7,Station_4,31.36
2025-01-02,7,Station_5,29.54
2025-01-02,8,Station_1,30.34
2025-01-02,8,Station_2,32.49
2025-01-02,8,Station_3,18.38
2025-01-02,8,Station_4,33.4
2025-01-02,8,Station_5,24.16
2025-01-02,9,Station_1,28.43
2025-01-02,9,Station_2,30.19
2025-01-02,9,Station_3,21.91
2025-01-02,9,Station_4,36.96
2025-01-02,9,Station_5,22.54
2025-01-02,10,Station_1,21.33
2025-01-02,10,Station_2,30.68
2025-01-02,10,Station_3,29.39
2025-01-02,10,Station_4,20.47
2025-01-02,10,Station_5,34.92
2025-01-02,11,Station_1,13.07
2025-01-02,11,Station_2,14.11
2025-01-02,11,Station_3,13.01
2025-01-02,11,Station_4,8.38
2025-01-02,11,Station_5,17.81
2025-01-02,12,Station_1,15.6
2025-01-02,12,Station_2,14.71
2025-01-02,12,Station_3,14.98
2025-01-02,12,Station_4,10.23
2025-01-02,12,Station_5,13.52
2025-01-02,13,Station_1,11.94
2025-01-02,13,Station_2,7.81
2025-01-02,13,Station_3,13.1
2025-01-02,13,Station_4,11.89
2025-01-02,13,Station_5,16.94
2025-01-02,14,Station_1,15.92
2025-01-02,14,Station_2,12.1
2025-01-02,14,Station_3,18.03
2025-01-02,14,Station_4,9.72
2025-01-02,14,Station_5,13.61
2025-01-02,15,Station_1,14.62
2025-01-02,15,Station_2,10.94
2025-01-02,15,Station_3,12.84
2025-01-02,15,Station_4,7.47
2025-01-02,15,Station_5,14.13
2025-01-02,16,Station_1,12.66
2025-01-02,16,Station_2,11.08
2025-01-02,16,Station_3,14.11
2025-01-02,16,Station_4,11.5
2025-01-02,16,Station_5,12.18
2025-01-02,17,Station_1,24.78
2025-01-02,17,Station_2,29.32
2025-01-02,17,Station_3,17.78
2025-01-02,17,Station_4,28.88
2025-01-02,17,Station_5,23.94
2025-01-02,18,Station_1,21.62
2025-01-02,18,Station_2,21.64
2025-01-02,18,Station_3,29.29
2025-01-02,18,Station_4,33.12
2025-01-02,18,Station_5,24.19
2025-01-02,19,Station_1,27.61
2025-01-02,19,Station_2,20.66
2025-01-02,19,Station_3,23.8
2025-01-02,19,Station_4,25.92
2025-01-02,19,Station_5,19.67
2025-01-02,20,Station_1,20.05
2025-01-02,20,Station_2,29.24
2025-01-02,20,Station_3,38.59
2025-01-02,20,Station_4,18.4
2025-01-02,20,Station_5,25.44
2025-01-02,21,Station_1,22.24
2025-01-02,21,Station_2,36.06
2025-01-02,21,Station_3,20.79
2025-01-02,21,Station_4,30.01
2025-01-02,21,Station_5,19.88
2025-01-02,22,Station_1,9.85
2025-01-02,22,Station_2,16.06
2025-01-02,22,Station_3,17.01
2025-01-02,22,Station_4,8.14
2025-01-02,22,Station_5,11.65
2025-01-02,23,Station_1,11.37
2025-01-02,23,Station_2,13.47
2025-01-02,23,Station_3,8.11
2025-01-02,23,Station_4,9.85
2025-01-02,23,Station_5,11.92
2025-01-03,0,Station_1,9.53
2025-01-03,0,Station_2,13.13
2025-01-03,0,Station_3,18.27
2025-01-03,0,Station_4,9.19
2025-01-03,0,Station_5,11.32
2025-01-03,1,Station_1,13.69
2025-01-03,1,Station_2,9.76
2025-01-03,1,Station_3,14.56
2025-01-03,1,Station_4,14.54
2025-01-03,1,Station_5,17.43
2025-01-03,2,Station_1,10.53
2025-01-03,2,Station_2,13.77
2025-01-03,2,Station_3,13.02
2025-01-03,2,Station_4,11.9
2025-01-03,2,Station_5,14.73
2025-01-03,3,Station_1,17.03
2025-01-03,3,Station_2,13.82
2025-01-03,3,Station_3,12.55
2025-01-03,3,Station_4,18.02
2025-01-03,3,Station_5,16.94
2025-01-03,4,Station_1,8.38
2025-01-03,4,Station_2,9.55
2025-01-03,4,Station_3,11.96
2025-01-03,4,Station_4,12.98
2025-01-03,4,Station_5,7.52
2025-01-03,5,Station_1,14.34
2025-01-03,5,Station_2,12.44
2025-01-03,5,Station_3,15.87
2025-01-03,5,Station_4,16.72
2025-01-03,5,Station_5,18.02
2025-01-03,6,Station_1,10.78
2025-01-03,6,Station_2,11.53
2025-01-03,6,Station_3,10.14
2025-01-03,6,Station_4,9.28
2025-01-03,6,Station_5,13.58
2025-01-03,7,Station_1,26.31
2025-01-03,7,Station_2,29.66
2025-01-03,7,Station_3,23.98
2025-01-03,7,Station_4,23.8
2025-01-03,7,Station_5,24.37
2025-01-03,8,Station_1,16.76
2025-01-03,8,Station_2,26.58
2025-01-03,8,Station_3,22.73
2025-01-03,8,Station_4,36.98
2025-01-03,8,Station_5,17.51
2025-01-03,9,Station_1,20.05
2025-01-03,9,Station_2,34.15
2025-01-03,9,Station_3,30.24
2025-01-03,9,Station_4,39.26
2025-01-03,9,Station_5,31.62
2025-01-03,10,Station_1,27.45
2025-01-03,10,Station_2,32.35
2025-01-03,10,Station_3,35.35
2025-01-03,10,Station_4,23.46
2025-01-03,10,Station_5,36.98
2025-01-03,11,Station_1,13.68
2025-01-03,11,Station_2,13.18
2025-01-03,11,Station_3,16.05
2025-01-03,11,Station_4,7.82
2025-01-03,11,Station_5,9.64
2025-01-03,12,Station_1,10.42
2025-01-03,12,Station_2,11.42
2025-01-03,12,Station_3,15.52
2025-01-03,12,Station_4,14.24
2025-01-03,12,Station_5,13.8
2025-01-03,13,Station_1,16.42
2025-01-03,13,Station_2,12.89
2025-01-03,13,Station_3,10.24
2025-01-03,13,Station_4,16.36
2025-01-03,13,Station_5,17.57
2025-01-03,14,Station_1,11.91
2025-01-03,14,Station_2,14.22
2025-01-03,14,Station_3,15.18
2025-01-03,14,Station_4,6.93
2025-01-03,14,Station_5,12.1
2025-01-03,15,Station_1,12.04
2025-01-03,15,Station_2,14.74
2025-01-03,15,Station_3,12.41
2025-01-03,15,Station_4,11.63
2025-01-03,15,Station_5,12.17
2025-01-03,16,Station_1,13.07
2025-01-03,16,Station_2,11.18
2025-01-03,16,Station_3,13.67
2025-01-03,16,Station_4,12.89
2025-01-03,16,Station_5,6.04
2025-01-03,17,Station_1,25.93
2025-01-03,17,Station_2,26.22
2025-01-03,17,Station_3,24.84
2025-01-03,17,Station_4,25.83
2025-01-03,17,Station_5,20.83
2025-01-03,18,Station_1,29.42
2025-01-03,18,Station_2,26.43
2025-01-03,18,Station_3,20.14
2025-01-03,18,Station_4,30.13
2025-01-03,18,Station_5,34.35
2025-01-03,19,Station_1,25.83
2025-01-03,19,Station_2,28.34
2025-01-03,19,Station_3,25.45
2025-01-03,19,Station_4,26.77
2025-01-03,19,Station_5,31.84
2025-01-03,20,Station_1,30.7
2025-01-03,20,Station_2,26.21
2025-01-03,20,Station_3,34.38
2025-01-03,20,Station_4,20.89
2025-01-03,20,Station_5,24.61
2025-01-03,21,Station_1,30.56
2025-01-03,21,Station_2,25.27
2025-01-03,21,Station_3,29.16
2025-01-03,21,Station_4,34.54
2025-01-03,21,Station_5,28.44
2025-01-03,22,Station_1,9.66
2025-01-03,22,Station_2,8.67
2025-01-03,22,Station_3,8.04
2025-01-03,22,Station_4,17.43
2025-01-03,22,Station_5,9.06
2025-01-03,23,Station_1,12.93
2025-01-03,23,Station_2,12.52
2025-01-03,23,Station_3,7.39
2025-01-03,23,Station_4,12.45
2025-01-03,23,Station_5,17.96
2025-01-04,0,Station_1,9.09
2025-01-04,0,Station_2,15.46
2025-01-04,0,Station_3,11.75
2025-01-04,0,Station_4,12.54
2025-01-04,0,Station_5,7.96
2025-01-04,1,Station_1,13.4
2025-01-04,1,Station_2,13.81
2025-01-04,1,Station_3,8.58
2025-01-04,1,Station_4,7.44
2025-01-04,1,Station_5,8.81
2025-01-04,2,Station_1,14.18
2025-01-04,2,Station_2,10.71
2025-01-04,2,Station_3,8.24
2025-01-04,2,Station_4,17.97
2025-01-04,2,Station_5,18.06
2025-01-04,3,Station_1,5.87
2025-01-04,3,Station_2,7.94
2025-01-04,3,Station_3,15.3
2025-01-04,3,Station_4,13.03
2025-01-04,3,Station_5,10.48
2025-01-04,4,Station_1,13.37
2025-01-04,4,Station_2,15.4
2025-01-04,4,Station_3,12.66
2025-01-04,4,Station_4,12.56
2025-01-04,4,Station_5,9.32
2025-01-04,5,Station_1,13.85
2025-01-04,5,Station_2,9.24
2025-01-04,5,Station_3,14.68
2025-01-04,5,Station_4,12.73
2025-01-04,5,Station_5,7.86
2025-01-04,6,Station_1,16.49
2025-01-04,6,Station_2,6.75
2025-01-04,6,Station_3,17.28
2025-01-04,6,Station_4,7.18
2025-01-04,6,Station_5,15.92
2025-01-04,7,Station_1,23.72
2025-01-04,7,Station_2,20.88
2025-01-04,7,Station_3,35.17
2025-01-04,7,Station_4,24.14
2025-01-04,7,Station_5,32.03
2025-01-04,8,Station_1,34.99
2025-01-04,8,Station_2,31.88
2025-01-04,8,Station_3,17.62
2025-01-04,8,Station_4,25.98
2025-01-04,8,Station_5,28.95
2025-01-04,9,Station_1,26.32
2025-01-04,9,Station_2,29.03
2025-01-04,9,Station_3,32.04
2025-01-04,9,Station_4,25.53
2025-01-04,9,Station_5,30.46
2025-01-04,10,Station_1,20.71
2025-01-04,10,Station_2,30.36
2025-01-04,10,Station_3,23.59
2025-01-04,10,Station_4,27.13
2025-01-04,10,Station_5,17.96
2025-01-04,11,Station_1,16.32
2025-01-04,11,Station_2,13.32
2025-01-04,11,Station_3,15.28
2025-01-04,11,Station_4,16.18
2025-01-04,11,Station_5,15.45
2025-01-04,12,Station_1,9.58
2025-01-04,12,Station_2,13.49
2025-01-04,12,Station_3,15.68
2025-01-04,12,Station_4,13.8
2025-01-04,12,Station_5,13.73
2025-01-04,13,Station_1,17.54
2025-01-04,13,Station_2,17.26
2025-01-04,13,Station_3,12.76
2025-01-04,13,Station_4,10.71
2025-01-04,13,Station_5,11.63
2025-01-04,14,Station_1,16.2
2025-01-04,14,Station_2,13.31
2025-01-04,14,Station_3,6.93
2025-01-04,14,Station_4,13.62
2025-01-04,14,Station_5,11.0
2025-01-04,15,Station_1,6.86
2025-01-04,15,Station_2,10.08
2025-01-04,15,Station_3,7.67
2025-01-04,15,Station_4,7.73
2025-01-04,15,Station_5,14.37
2025-01-04,16,Station_1,10.36
2025-01-04,16,Station_2,18.4
2025-01-04,16,Station_3,10.22
2025-01-04,16,Station_4,19.32
2025-01-04,16,Station_5,7.68
2025-01-04,17,Station_1,18.33
2025-01-04,17,Station_2,28.75
2025-01-04,17,Station_3,35.13
2025-01-04,17,Station_4,21.6
2025-01-04,17,Station_5,33.67
2025-01-04,18,Station_1,31.46
2025-01-04,18,Station_2,32.36
2025-01-04,18,Station_3,23.12
2025-01-04,18,Station_4,31.81
2025-01-04,18,Station_5,24.91
2025-01-04,19,Station_1,24.03
2025-01-04,19,Station_2,28.29
2025-01-04,19,Station_3,22.09
2025-01-04,19,Station_4,25.62
2025-01-04,19,Station_5,30.08
2025-01-04,20,Station_1,23.69
2025-01-04,20,Station_2,23.43
2025-01-04,20,Station_3,25.99
2025-01-04,20,Station_4,26.97
2025-01-04,20,Station_5,18.19
2025-01-04,21,Station_1,33.53
2025-01-04,21,Station_2,25.64
2025-01-04,21,Station_3,26.76
2025-01-04,21,Station_4,27.09
2025-01-04,21,Station_5,25.68
2025-01-04,22,Station_1,19.49
2025-01-04,22,Station_2,7.5
2025-01-04,22,Station_3,16.92
2025-01-04,22,Station_4,15.58
2025-01-04,22,Station_5,19.04
2025-01-04,23,Station_1,7.46
2025-01-04,23,Station_2,8.69
2025-01-04,23,Station_3,12.71
2025-01-04,23,Station_4,14.71
2025-01-04,23,Station_5,12.38
2025-01-05,0,Station_1,13.51
2025-01-05,0,Station_2,8.24
2025-01-05,0,Station_3,11.77
2025-01-05,0,Station_4,13.64
2025-01-05,0,Station_5,15.03
2025-01-05,1,Station_1,16.21
2025-01-05,1,Station_2,10.81
2025-01-05,1,Station_3,10.54
2025-01-05,1,Station_4,8.78
2025-01-05,1,Station_5,9.4
2025-01-05,2,Station_1,12.46
2025-01-05,2,Station_2,8.89
2025-01-05,2,Station_3,11.79
2025-01-05,2,Station_4,16.62
2025-01-05,2,Station_5,14.76
2025-01-05,3,Station_1,12.32
2025-01-05,3,Station_2,14.27
2025-01-05,3,Station_3,11.21
2025-01-05,3,Station_4,8.28
2025-01-05,3,Station_5,9.32
2025-01-05,4,Station_1,12.6
2025-01-05,4,Station_2,6.31
2025-01-05,4,Station_3,15.87
2025-01-05,4,Station_4,11.58
2025-01-05,4,Station_5,13.39
2025-01-05,5,Station_1,13.82
2025-01-05,5,Station_2,6.04
2025-01-05,5,Station_3,13.14
2025-01-05,5,Station_4,19.27
2025-01-05,5,Station_5,14.12
2025-01-05,6,Station_1,16.05
2025-01-05,6,Station_2,8.01
2025-01-05,6,Station_3,6.62
2025-01-05,6,Station_4,9.94
2025-01-05,6,Station_5,17.69
2025-01-05,7,Station_1,28.92
2025-01-05,7,Station_2,26.41
2025-01-05,7,Station_3,29.37
2025-01-05,7,Station_4,27.82
2025-01-05,7,Station_5,21.64
2025-01-05,8,Station_1,24.65
2025-01-05,8,Station_2,29.44
2025-01-05,8,Station_3,31.95
2025-01-05,8,Station_4,32.44
2025-01-05,8,Station_5,23.95
2025-01-05,9,Station_1,29.28
2025-01-05,9,Station_2,35.44
2025-01-05,9,Station_3,26.2
2025-01-05,9,Station_4,27.33
2025-01-05,9,Station_5,31.02
2025-01-05,10,Station_1,29.1
2025-01-05,10,Station_2,18.47
2025-01-05,10,Station_3,29.33
2025-01-05,10,Station_4,33.84
2025-01-05,10,Station_5,27.64
2025-01-05,11,Station_1,7.05
2025-01-05,11,Station_2,14.29
2025-01-05,11,Station_3,9.73
2025-01-05,11,Station_4,11.13
2025-01-05,11,Station_5,10.05
2025-01-05,12,Station_1,16.04
2025-01-05,12,Station_2,9.66
2025-01-05,12,Station_3,12.2
2025-01-05,12,Station_4,10.45
2025-01-05,12,Station_5,15.02
2025-01-05,13,Station_1,15.92
2025-01-05,13,Station_2,15.19
2025-01-05,13,Station_3,15.98
2025-01-05,13,Station_4,13.11
2025-01-05,13,Station_5,9.24
2025-01-05,14,Station_1,9.68
2025-01-05,14,Station_2,9.27
2025-01-05,14,Station_3,13.24
2025-01-05,14,Station_4,10.13
2025-01-05,14,Station_5,15.8
2025-01-05,15,Station_1,11.8
2025-01-05,15,Station_2,16.57
2025-01-05,15,Station_3,12.06
2025-01-05,15,Station_4,15.79
2025-01-05,15,Station_5,9.26
2025-01-05,16,Station_1,18.0
2025-01-05,16,Station_2,11.43
2025-01-05,16,Station_3,8.4
2025-01-05,16,Station_4,18.67
2025-01-05,16,Station_5,13.46
2025-01-05,17,Station_1,24.79
2025-01-05,17,Station_2,21.12
2025-01-05,17,Station_3,21.89
2025-01-05,17,Station_4,31.84
2025-01-05,17,Station_5,19.84
2025-01-05,18,Station_1,28.84
2025-01-05,18,Station_2,37.63
2025-01-05,18,Station_3,32.85
2025-01-05,18,Station_4,23.71
2025-01-05,18,Station_5,26.62
2025-01-05,19,Station_1,28.36
2025-01-05,19,Station_2,32.36
2025-01-05,19,Station_3,30.91
2025-01-05,19,Station_4,19.33
2025-01-05,19,Station_5,29.75
2025-01-05,20,Station_1,22.26
2025-01-05,20,Station_2,31.48
2025-01-05,20,Station_3,38.52
2025-01-05,20,Station_4,23.49
2025-01-05,20,Station_5,25.77
2025-01-05,21,Station_1,25.56
2025-01-05,21,Station_2,25.57
2025-01-05,21,Station_3,34.33
2025-01-05,21,Station_4,23.6
2025-01-05,21,Station_5,29.9
2025-01-05,22,Station_1,8.23
2025-01-05,22,Station_2,13.42
2025-01-05,22,Station_3,13.15
2025-01-05,22,Station_4,15.08
2025-01-05,22,Station_5,15.14
2025-01-05,23,Station_1,10.83
2025-01-05,23,Station_2,12.3
2025-01-05,23,Station_3,8.33
2025-01-05,23,Station_4,15.38
2025-01-05,23,Station_5,8.14
2025-01-06,0,Station_1,8.1
2025-01-06,0,Station_2,16.93
2025-01-06,0,Station_3,13.61
2025-01-06,0,Station_4,11.28
2025-01-06,0,Station_5,8.43
2025-01-06,1,Station_1,12.48
2025-01-06,1,Station_2,11.77
2025-01-06,1,Station_3,9.41
2025-01-06,1,Station_4,11.92
2025-01-06,1,Station_5,14.98
2025-01-06,2,Station_1,11.22
2025-01-06,2,Station_2,15.52
2025-01-06,2,Station_3,11.2
2025-01-06,2,Station_4,15.48
2025-01-06,2,Station_5,15.64
2025-01-06,3,Station_1,13.81
2025-01-06,3,Station_2,14.82
2025-01-06,3,Station_3,18.62
2025-01-06,3,Station_4,17.91
2025-01-06,3,Station_5,11.9
2025-01-06,4,Station_1,18.71
2025-01-06,4,Station_2,16.25
2025-01-06,4,Station_3,13.39
2025-01-06,4,Station_4,10.07
2025-01-06,4,Station_5,10.66
2025-01-06,5,Station_1,7.02
2025-01-06,5,Station_2,12.17
2025-01-06,5,Station_3,11.08
2025-01-06,5,Station_4,11.05
2025-01-06,5,Station_5,7.77
2025-01-06,6,Station_1,11.1
2025-01-06,6,Station_2,12.02
2025-01-06,6,Station_3,9.46
2025-01-06,6,Station_4,14.11
2025-01-06,6,Station_5,10.06
2025-01-06,7,Station_1,26.96
2025-01-06,7,Station_2,28.25
2025-01-06,7,Station_3,39.53
2025-01-06,7,Station_4,27.33
2025-01-06,7,Station_5,18.28
2025-01-06,8,Station_1,34.03
2025-01-06,8,Station_2,19.51
2025-01-06,8,Station_3,25.99
2025-01-06,8,Station_4,28.31
2025-01-06,8,Station_5,20.93
2025-01-06,9,Station_1,37.48
2025-01-06,9,Station_2,30.41
2025-01-06,9,Station_3,29.0
2025-01-06,9,Station_4,28.39
2025-01-06,9,Station_5,25.11
2025-01-06,10,Station_1,30.89
2025-01-06,10,Station_2,27.64
2025-01-06,10,Station_3,27.47
2025-01-06,10,Station_4,26.15
2025-01-06,10,Station_5,33.51
2025-01-06,11,Station_1,15.36
2025-01-06,11,Station_2,11.76
2025-01-06,11,Station_3,12.37
2025-01-06,11,Station_4,9.07
2025-01-06,11,Station_5,19.58
2025-01-06,12,Station_1,8.85
2025-01-06,12,Station_2,14.77
2025-01-06,12,Station_3,14.92
2025-01-06,12,Station_4,13.41
2025-01-06,12,Station_5,16.86
2025-01-06,13,Station_1,11.04
2025-01-06,13,Station_2,11.86
2025-01-06,13,Station_3,13.47
2025-01-06,13,Station_4,11.96
2025-01-06,13,Station_5,13.59
2025-01-06,14,Station_1,7.54
2025-01-06,14,Station_2,14.79
2025-01-06,14,Station_3,13.48
2025-01-06,14,Station_4,10.34
2025-01-06,14,Station_5,12.88
2025-01-06,15,Station_1,19.56
2025-01-06,15,Station_2,9.72
2025-01-06,15,Station_3,14.89
2025-01-06,15,Station_4,6.24
2025-01-06,15,Station_5,16.06
2025-01-06,16,Station_1,11.87
2025-01-06,16,Station_2,6.66
2025-01-06,16,Station_3,12.23
2025-01-06,16,Station_4,18.38
2025-01-06,16,Station_5,11.99
2025-01-06,17,Station_1,28.64
2025-01-06,17,Station_2,29.81
2025-01-06,17,Station_3,27.3
2025-01-06,17,Station_4,25.08
2025-01-06,17,Station_5,18.57
2025-01-06,18,Station_1,24.46
2025-01-06,18,Station_2,30.91
2025-01-06,18,Station_3,26.62
2025-01-06,18,Station_4,22.58
2025-01-06,18,Station_5,26.36
2025-01-06,19,Station_1,33.49
2025-01-06,19,Station_2,32.39
2025-01-06,19,Station_3,26.22
2025-01-06,19,Station_4,25.05
2025-01-06,19,Station_5,18.7
2025-01-06,20,Station_1,22.79
2025-01-06,20,Station_2,23.63
2025-01-06,20,Station_3,26.18
2025-01-06,20,Station_4,18.22
2025-01-06,20,Station_5,22.17
2025-01-06,21,Station_1,33.63
2025-01-06,21,Station_2,28.77
2025-01-06,21,Station_3,20.38
2025-01-06,21,Station_4,24.41
2025-01-06,21,Station_5,22.59
2025-01-06,22,Station_1,10.3
2025-01-06,22,Station_2,15.24
2025-01-06,22,Station_3,17.61
2025-01-06,22,Station_4,14.17
2025-01-06,22,Station_5,7.09
2025-01-06,23,Station_1,11.81
2025-01-06,23,Station_2,17.28
2025-01-06,23,Station_3,7.45
2025-01-06,23,Station_4,9.22
2025-01-06,23,Station_5,9.59
2025-01-07,0,Station_1,12.74
2025-01-07,0,Station_2,12.98
2025-01-07,0,Station_3,12.68
2025-01-07,0,Station_4,12.78
2025-01-07,0,Station_5,15.97
2025-01-07,1,Station_1,15.98
2025-01-07,1,Station_2,13.07
2025-01-07,1,Station_3,10.66
2025-01-07,1,Station_4,6.43
2025-01-07,1,Station_5,16.9
2025-01-07,2,Station_1,16.0
2025-01-07,2,Station_2,12.18
2025-01-07,2,Station_3,9.45
2025-01-07,2,Station_4,16.92
2025-01-07,2,Station_5,9.74
2025-01-07,3,Station_1,8.62
2025-01-07,3,Station_2,14.56
2025-01-07,3,Station_3,10.67
2025-01-07,3,Station_4,16.65
2025-01-07,3,Station_5,13.46
2025-01-07,4,Station_1,10.51
2025-01-07,4,Station_2,10.23
2025-01-07,4,Station_3,15.69
2025-01-07,4,Station_4,7.78
2025-01-07,4,Station_5,6.96
2025-01-07,5,Station_1,8.7
2025-01-07,5,Station_2,17.59
2025-01-07,5,Station_3,8.13
2025-01-07,5,Station_4,6.96
2025-01-07,5,Station_5,9.99
2025-01-07,6,Station_1,12.99
2025-01-07,6,Station_2,15.28
2025-01-07,6,Station_3,17.61
2025-01-07,6,Station_4,17.03
2025-01-07,6,Station_5,9.32
2025-01-07,7,Station_1,34.54
2025-01-07,7,Station_2,30.96
2025-01-07,7,Station_3,18.73
2025-01-07,7,Station_4,27.26
2025-01-07,7,Station_5,21.33
2025-01-07,8,Station_1,32.83
2025-01-07,8,Station_2,36.04
2025-01-07,8,Station_3,16.46
2025-01-07,8,Station_4,24.54
2025-01-07,8,Station_5,25.39
2025-01-07,9,Station_1,32.36
2025-01-07,9,Station_2,31.58
2025-01-07,9,Station_3,35.77
2025-01-07,9,Station_4,28.34
2025-01-07,9,Station_5,34.59
2025-01-07,10,Station_1,19.98
2025-01-07,10,Station_2,31.78
2025-01-07,10,Station_3,29.52
2025-01-07,10,Station_4,25.61
2025-01-07,10,Station_5,26.98
2025-01-07,11,Station_1,12.48
