date,hour,station_id,energy_kwh,day_of_week,is_weekend,month
2025-01-02,14,0,15.92,3,0,1
2025-01-02,14,1,12.1,3,0,1
2025-01-02,14,2,18.03,3,0,1
2025-01-02,14,3,9.72,3,0,1
2025-01-02,14,4,13.61,3,0,1
2025-01-02,15,0,14.62,3,0,1
2025-01-02,15,1,10.94,3,0,1
2025-01-02,15,2,12.84,3,0,1
2025-01-02,15,3,7.47,3,0,1
2025-01-02,15,4,14.13,3,0,1
2025-01-02,16,0,12.66,3,0,1
2025-01-02,16,1,11.08,3,0,1
2025-01-02,16,2,14.11,3,0,1
2025-01-02,16,3,11.5,3,0,1
2025-01-02,16,4,12.18,3,0,1
2025-01-02,17,0,24.78,3,0,1
2025-01-02,17,1,29.32,3,0,1
2025-01-02,17,2,17.78,3,0,1
2025-01-02,17,3,28.88,3,0,1
2025-01-02,17,4,23.94,3,0,1
2025-01-02,18,0,21.62,3,0,1
2025-01-02,18,1,21.64,3,0,1
2025-01-02,18,2,29.29,3,0,1
2025-01-02,18,3,33.12,3,0,1
2025-01-02,18,4,24.19,3,0,1
2025-01-02,19,0,27.61,3,0,1
2025-01-02,19,1,20.66,3,0,1
2025-01-02,19,2,23.8,3,0,1
2025-01-02,19,3,25.92,3,0,1
2025-01-02,19,4,19.67,3,0,1
2025-01-02,20,0,20.05,3,0,1
2025-01-02,20,1,29.24,3,0,1
2025-01-02,20,2,38.59,3,0,1
2025-01-02,20,3,18.4,3,0,1
2025-01-02,20,4,25.44,3,0,1
2025-01-02,21,0,22.24,3,0,1
2025-01-02,21,1,36.06,3,0,1
2025-01-02,21,2,20.79,3,0,1
2025-01-02,21,3,30.01,3,0,1
2025-01-02,21,4,19.88,3,0,1
2025-01-02,22,0,9.85,3,0,1
2025-01-02,22,1,16.06,3,0,1
2025-01-02,22,2,17.01,3,0,1
2025-01-02,22,3,8.14,3,0,1
2025-01-02,22,4,11.65,3,0,1
2025-01-02,23,0,11.37,3,0,1
2025-01-02,23,1,13.47,3,0,1
2025-01-02,23,2,8.11,3,0,1
2025-01-02,23,3,9.85,3,0,1
2025-01-02,23,4,11.92,3,0,1
2025-01-03,0,0,9.53,4,0,1
2025-01-03,0,1,13.13,4,0,1
2025-01-03,0,2,18.27,4,0,1
2025-01-03,0,3,9.19,4,0,1
2025-01-03,0,4,11.32,4,0,1
2025-01-03,1,0,13.69,4,0,1
2025-01-03,1,1,9.76,4,0,1
2025-01-03,1,2,14.56,4,0,1
2025-01-03,1,3,14.54,4,0,1
2025-01-03,1,4,17.43,4,0,1
2025-01-03,2,0,10.53,4,0,1
2025-01-03,2,1,13.77,4,0,1
2025-01-03,2,2,13.02,4,0,1
2025-01-03,2,3,11.9,4,0,1
2025-01-03,2,4,14.73,4,0,1
2025-01-03,3,0,17.03,4,0,1
2025-01-03,3,1,13.82,4,0,1
2025-01-03,3,2,12.55,4,0,1
2025-01-03,3,3,18.02,4,0,1
2025-01-03,3,4,16.94,4,0,1
2025-01-03,4,0,8.38,4,0,1
2025-01-03,4,1,9.55,4,0,1
2025-01-03,4,2,11.96,4,0,1
2025-01-03,4,3,12.98,4,0,1
2025-01-03,4,4,7.52,4,0,1
2025-01-03,5,0,14.34,4,0,1
2025-01-03,5,1,12.44,4,0,1
2025-01-03,5,2,15.87,4,0,1
2025-01-03,5,3,16.72,4,0,1
2025-01-03,5,4,18.02,4,0,1
2025-01-03,6,0,10.78,4,0,1
2025-01-03,6,1,11.53,4,0,1
2025-01-03,6,2,10.14,4,0,1
2025-01-03,6,3,9.28,4,0,1
2025-01-03,6,4,13.58,4,0,1
2025-01-03,7,0,26.31,4,0,1
2025-01-03,7,1,29.66,4,0,1
2025-01-03,7,2,23.98,4,0,1
2025-01-03,7,3,23.8,4,0,1
2025-01-03,7,4,24.37,4,0,1
2025-01-03,8,0,16.76,4,0,1
2025-01-03,8,1,26.58,4,0,1
2025-01-03,8,2,22.73,4,0,1
2025-01-03,8,3,36.98,4,0,1
2025-01-03,8,4,17.51,4,0,1
2025-01-03,9,0,20.05,4,0,1
2025-01-03,9,1,34.15,4,0,1
2025-01-03,9,2,30.24,4,0,1
2025-01-03,9,3,39.26,4,0,1
2025-01-03,9,4,31.62,4,0,1
2025-01-03,10,0,27.45,4,0,1
2025-01-03,10,1,32.35,4,0,1
2025-01-03,10,2,35.35,4,0,1
2025-01-03,10,3,23.46,4,0,1
2025-01-03,10,4,36.98,4,0,1
2025-01-03,11,0,13.68,4,0,1
2025-01-03,11,1,13.18,4,0,1
2025-01-03,11,2,16.05,4,0,1
2025-01-03,11,3,7.82,4,0,1
2025-01-03,11,4,9.64,4,0,1
2025-01-03,12,0,10.42,4,0,1
2025-01-03,12,1,11.42,4,0,1
2025-01-03,12,2,15.52,4,0,1
2025-01-03,12,3,14.24,4,0,1
2025-01-03,12,4,13.8,4,0,1
2025-01-03,13,0,16.42,4,0,1
2025-01-03,13,1,12.89,4,0,1
2025-01-03,13,2,10.24,4,0,1
2025-01-03,13,3,16.36,4,0,1
2025-01-03,13,4,17.57,4,0,1
2025-01-03,14,0,11.91,4,0,1
2025-01-03,14,1,14.22,4,0,1
2025-01-03,14,2,15.18,4,0,1
2025-01-03,14,3,6.93,4,0,1
2025-01-03,14,4,12.1,4,0,1
2025-01-03,15,0,12.04,4,0,1
2025-01-03,15,1,14.74,4,0,1
2025-01-03,15,2,12.41,4,0,1
2025-01-03,15,3,11.63,4,0,1
2025-01-03,15,4,12.17,4,0,1
2025-01-03,16,0,13.07,4,0,1
2025-01-03,16,1,11.18,4,0,1
2025-01-03,16,2,13.67,4,0,1
2025-01-03,16,3,12.89,4,0,1
2025-01-03,16,4,6.04,4,0,1
2025-01-03,17,0,25.93,4,0,1
2025-01-03,17,1,26.22,4,0,1
2025-01-03,17,2,24.84,4,0,1
2025-01-03,17,3,25.83,4,0,1
2025-01-03,17,4,20.83,4,0,1
2025-01-03,18,0,29.42,4,0,1
2025-01-03,18,1,26.43,4,0,1
2025-01-03,18,2,20.14,4,0,1
2025-01-03,18,3,30.13,4,0,1
2025-01-03,18,4,34.35,4,0,1
2025-01-03,19,0,25.83,4,0,1
2025-01-03,19,1,28.34,4,0,1
2025-01-03,19,2,25.45,4,0,1
2025-01-03,19,3,26.77,4,0,1
2025-01-03,19,4,31.84,4,0,1
2025-01-03,20,0,30.7,4,0,1
2025-01-03,20,1,26.21,4,0,1
2025-01-03,20,2,34.38,4,0,1
2025-01-03,20,3,20.89,4,0,1
2025-01-03,20,4,24.61,4,0,1
2025-01-03,21,0,30.56,4,0,1
2025-01-03,21,1,25.27,4,0,1
2025-01-03,21,2,29.16,4,0,1
2025-01-03,21,3,34.54,4,0,1
2025-01-03,21,4,28.44,4,0,1
2025-01-03,22,0,9.66,4,0,1
2025-01-03,22,1,8.67,4,0,1
2025-01-03,22,2,8.04,4,0,1
2025-01-03,22,3,17.43,4,0,1
2025-01-03,22,4,9.06,4,0,1
2025-01-03,23,0,12.93,4,0,1
2025-01-03,23,1,12.52,4,0,1
2025-01-03,23,2,7.39,4,0,1
2025-01-03,23,3,12.45,4,0,1
2025-01-03,23,4,17.96,4,0,1
2025-01-04,0,0,9.09,5,1,1
2025-01-04,0,1,15.46,5,1,1
2025-01-04,0,2,11.75,5,1,1
2025-01-04,0,3,12.54,5,1,1
2025-01-04,0,4,7.96,5,1,1
2025-01-04,1,0,13.4,5,1,1
2025-01-04,1,1,13.81,5,1,1
2025-01-04,1,2,8.58,5,1,1
2025-01-04,1,3,7.44,5,1,1
2025-01-04,1,4,8.81,5,1,1
2025-01-04,2,0,14.18,5,1,1
2025-01-04,2,1,10.71,5,1,1
2025-01-04,2,2,8.24,5,1,1
2025-01-04,2,3,17.97,5,1,1
2025-01-04,2,4,18.06,5,1,1
2025-01-04,3,0,5.87,5,1,1
2025-01-04,3,1,7.94,5,1,1
2025-01-04,3,2,15.3,5,1,1
2025-01-04,3,3,13.03,5,1,1
2025-01-04,3,4,10.48,5,1,1
2025-01-04,4,0,13.37,5,1,1
2025-01-04,4,1,15.4,5,1,1
2025-01-04,4,2,12.66,5,1,1
2025-01-04,4,3,12.56,5,1,1
2025-01-04,4,4,9.32,5,1,1
2025-01-04,5,0,13.85,5,1,1
2025-01-04,5,1,9.24,5,1,1
2025-01-04,5,2,14.68,5,1,1
2025-01-04,5,3,12.73,5,1,1
2025-01-04,5,4,7.86,5,1,1
2025-01-04,6,0,16.49,5,1,1
2025-01-04,6,1,6.75,5,1,1
2025-01-04,6,2,17.28,5,1,1
2025-01-04,6,3,7.18,5,1,1
2025-01-04,6,4,15.92,5,1,1
2025-01-04,7,0,23.72,5,1,1
2025-01-04,7,1,20.88,5,1,1
2025-01-04,7,2,35.17,5,1,1
2025-01-04,7,3,24.14,5,1,1
2025-01-04,7,4,32.03,5,1,1
2025-01-04,8,0,34.99,5,1,1
2025-01-04,8,1,31.88,5,1,1
2025-01-04,8,2,17.62,5,1,1
2025-01-04,8,3,25.98,5,1,1
2025-01-04,8,4,28.95,5,1,1
2025-01-04,9,0,26.32,5,1,1
2025-01-04,9,1,29.03,5,1,1
2025-01-04,9,2,32.04,5,1,1
2025-01-04,9,3,25.53,5,1,1
2025-01-04,9,4,30.46,5,1,1
2025-01-04,10,0,20.71,5,1,1
2025-01-04,10,1,30.36,5,1,1
2025-01-04,10,2,23.59,5,1,1
2025-01-04,10,3,27.13,5,1,1
2025-01-04,10,4,17.96,5,1,1
2025-01-04,11,0,16.32,5,1,1
2025-01-04,11,1,13.32,5,1,1
2025-01-04,11,2,15.28,5,1,1
2025-01-04,11,3,16.18,5,1,1
2025-01-04,11,4,15.45,5,1,1
2025-01-04,12,0,9.58,5,1,1
2025-01-04,12,1,13.49,5,1,1
2025-01-04,12,2,15.68,5,1,1
2025-01-04,12,3,13.8,5,1,1
2025-01-04,12,4,13.73,5,1,1
2025-01-04,13,0,17.54,5,1,1
2025-01-04,13,1,17.26,5,1,1
2025-01-04,13,2,12.76,5,1,1
2025-01-04,13,3,10.71,5,1,1
2025-01-04,13,4,11.63,5,1,1
2025-01-04,14,0,16.2,5,1,1
2025-01-04,14,1,13.31,5,1,1
2025-01-04,14,2,6.93,5,1,1
2025-01-04,14,3,13.62,5,1,1
2025-01-04,14,4,11.0,5,1,1
2025-01-04,15,0,6.86,5,1,1
2025-01-04,15,1,10.08,5,1,1
2025-01-04,15,2,7.67,5,1,1
2025-01-04,15,3,7.73,5,1,1
2025-01-04,15,4,14.37,5,1,1
2025-01-04,16,0,10.36,5,1,1
2025-01-04,16,1,18.4,5,1,1
2025-01-04,16,2,10.22,5,1,1
2025-01-04,16,3,19.32,5,1,1
2025-01-04,16,4,7.68,5,1,1
2025-01-04,17,0,18.33,5,1,1
2025-01-04,17,1,28.75,5,1,1
2025-01-04,17,2,35.13,5,1,1
2025-01-04,17,3,21.6,5,1,1
2025-01-04,17,4,33.67,5,1,1
2025-01-04,18,0,31.46,5,1,1
2025-01-04,18,1,32.36,5,1,1
2025-01-04,18,2,23.12,5,1,1
2025-01-04,18,3,31.81,5,1,1
2025-01-04,18,4,24.91,5,1,1
2025-01-04,19,0,24.03,5,1,1
2025-01-04,19,1,28.29,5,1,1
2025-01-04,19,2,22.09,5,1,1
2025-01-04,19,3,25.62,5,1,1
2025-01-04,19,4,30.08,5,1,1
2025-01-04,20,0,23.69,5,1,1
2025-01-04,20,1,23.43,5,1,1
2025-01-04,20,2,25.99,5,1,1
2025-01-04,20,3,26.97,5,1,1
2025-01-04,20,4,18.19,5,1,1
2025-01-04,21,0,33.53,5,1,1
2025-01-04,21,1,25.64,5,1,1
2025-01-04,21,2,26.76,5,1,1
2025-01-04,21,3,27.09,5,1,1
2025-01-04,21,4,25.68,5,1,1
2025-01-04,22,0,19.49,5,1,1
2025-01-04,22,1,7.5,5,1,1
2025-01-04,22,2,16.92,5,1,1
2025-01-04,22,3,15.58,5,1,1
2025-01-04,22,4,19.04,5,1,1
2025-01-04,23,0,7.46,5,1,1
2025-01-04,23,1,8.69,5,1,1
2025-01-04,23,2,12.71,5,1,1
2025-01-04,23,3,14.71,5,1,1
2025-01-04,23,4,12.38,5,1,1
2025-01-05,0,0,13.51,6,1,1
2025-01-05,0,1,8.24,6,1,1
2025-01-05,0,2,11.77,6,1,1
2025-01-05,0,3,13.64,6,1,1
2025-01-05,0,4,15.03,6,1,1
2025-01-05,1,0,16.21,6,1,1
2025-01-05,1,1,10.81,6,1,1
2025-01-05,1,2,10.54,6,1,1
2025-01-05,1,3,8.78,6,1,1
2025-01-05,1,4,9.4,6,1,1
2025-01-05,2,0,12.46,6,1,1
2025-01-05,2,1,8.89,6,1,1
2025-01-05,2,2,11.79,6,1,1
2025-01-05,2,3,16.62,6,1,1
2025-01-05,2,4,14.76,6,1,1
2025-01-05,3,0,12.32,6,1,1
2025-01-05,3,1,14.27,6,1,1
2025-01-05,3,2,11.21,6,1,1
2025-01-05,3,3,8.28,6,1,1
2025-01-05,3,4,9.32,6,1,1
2025-01-05,4,0,12.6,6,1,1
2025-01-05,4,1,6.31,6,1,1
2025-01-05,4,2,15.87,6,1,1
2025-01-05,4,3,11.58,6,1,1
2025-01-05,4,4,13.39,6,1,1
2025-01-05,5,0,13.82,6,1,1
2025-01-05,5,1,6.04,6,1,1
2025-01-05,5,2,13.14,6,1,1
2025-01-05,5,3,19.27,6,1,1
2025-01-05,5,4,14.12,6,1,1
2025-01-05,6,0,16.05,6,1,1
2025-01-05,6,1,8.01,6,1,1
2025-01-05,6,2,6.62,6,1,1
2025-01-05,6,3,9.94,6,1,1
2025-01-05,6,4,17.69,6,1,1
2025-01-05,7,0,28.92,6,1,1
2025-01-05,7,1,26.41,6,1,1
2025-01-05,7,2,29.37,6,1,1
2025-01-05,7,3,27.82,6,1,1
2025-01-05,7,4,21.64,6,1,1
2025-01-05,8,0,24.65,6,1,1
2025-01-05,8,1,29.44,6,1,1
2025-01-05,8,2,31.95,6,1,1
2025-01-05,8,3,32.44,6,1,1
2025-01-05,8,4,23.95,6,1,1
2025-01-05,9,0,29.28,6,1,1
2025-01-05,9,1,35.44,6,1,1
2025-01-05,9,2,26.2,6,1,1
2025-01-05,9,3,27.33,6,1,1
2025-01-05,9,4,31.02,6,1,1
2025-01-05,10,0,29.1,6,1,1
2025-01-05,10,1,18.47,6,1,1
2025-01-05,10,2,29.33,6,1,1
2025-01-05,10,3,33.84,6,1,1
2025-01-05,10,4,27.64,6,1,1
2025-01-05,11,0,7.05,6,1,1
2025-01-05,11,1,14.29,6,1,1
2025-01-05,11,2,9.73,6,1,1
2025-01-05,11,3,11.13,6,1,1
2025-01-05,11,4,10.05,6,1,1
2025-01-05,12,0,16.04,6,1,1
2025-01-05,12,1,9.66,6,1,1
2025-01-05,12,2,12.2,6,1,1
2025-01-05,12,3,10.45,6,1,1
2025-01-05,12,4,15.02,6,1,1
2025-01-05,13,0,15.92,6,1,1
2025-01-05,13,1,15.19,6,1,1
2025-01-05,13,2,15.98,6,1,1
2025-01-05,13,3,13.11,6,1,1
2025-01-05,13,4,9.24,6,1,1
2025-01-05,14,0,9.68,6,1,1
2025-01-05,14,1,9.27,6,1,1
2025-01-05,14,2,13.24,6,1,1
2025-01-05,14,3,10.13,6,1,1
2025-01-05,14,4,15.8,6,1,1
2025-01-05,15,0,11.8,6,1,1
2025-01-05,15,1,16.57,6,1,1
2025-01-05,15,2,12.06,6,1,1
2025-01-05,15,3,15.79,6,1,1
2025-01-05,15,4,9.26,6,1,1
2025-01-05,16,0,18.0,6,1,1
2025-01-05,16,1,11.43,6,1,1
2025-01-05,16,2,8.4,6,1,1
2025-01-05,16,3,18.67,6,1,1
2025-01-05,16,4,13.46,6,1,1
2025-01-05,17,0,24.79,6,1,1
2025-01-05,17,1,21.12,6,1,1
2025-01-05,17,2,21.89,6,1,1
2025-01-05,17,3,31.84,6,1,1
2025-01-05,17,4,19.84,6,1,1
2025-01-05,18,0,28.84,6,1,1
2025-01-05,18,1,37.63,6,1,1
2025-01-05,18,2,32.85,6,1,1
2025-01-05,18,3,23.71,6,1,1
2025-01-05,18,4,26.62,6,1,1
2025-01-05,19,0,28.36,6,1,1
2025-01-05,19,1,32.36,6,1,1
2025-01-05,19,2,30.91,6,1,1
2025-01-05,19,3,19.33,6,1,1
2025-01-05,19,4,29.75,6,1,1
2025-01-05,20,0,22.26,6,1,1
2025-01-05,20,1,31.48,6,1,1
2025-01-05,20,2,38.52,6,1,1
2025-01-05,20,3,23.49,6,1,1
2025-01-05,20,4,25.77,6,1,1
2025-01-05,21,0,25.56,6,1,1
2025-01-05,21,1,25.57,6,1,1
2025-01-05,21,2,34.33,6,1,1
2025-01-05,21,3,23.6,6,1,1
2025-01-05,21,4,29.9,6,1,1
2025-01-05,22,0,8.23,6,1,1
2025-01-05,22,1,13.42,6,1,1
2025-01-05,22,2,13.15,6,1,1
2025-01-05,22,3,15.08,6,1,1
2025-01-05,22,4,15.14,6,1,1
2025-01-05,23,0,10.83,6,1,1
2025-01-05,23,1,12.3,6,1,1
2025-01-05,23,2,8.33,6,1,1
2025-01-05,23,3,15.38,6,1,1
2025-01-05,23,4,8.14,6,1,1
2025-01-06,0,0,8.1,0,0,1
2025-01-06,0,1,16.93,0,0,1
2025-01-06,0,2,13.61,0,0,1
2025-01-06,0,3,11.28,0,0,1
2025-01-06,0,4,8.43,0,0,1
2025-01-06,1,0,12.48,0,0,1
2025-01-06,1,1,11.77,0,0,1
2025-01-06,1,2,9.41,0,0,1
2025-01-06,1,3,11.92,0,0,1
2025-01-06,1,4,14.98,0,0,1
2025-01-06,2,0,11.22,0,0,1
2025-01-06,2,1,15.52,0,0,1
2025-01-06,2,2,11.2,0,0,1
2025-01-06,2,3,15.48,0,0,1
2025-01-06,2,4,15.64,0,0,1
2025-01-06,3,0,13.81,0,0,1
2025-01-06,3,1,14.82,0,0,1
2025-01-06,3,2,18.62,0,0,1
2025-01-06,3,3,17.91,0,0,1
2025-01-06,3,4,11.9,0,0,1
2025-01-06,4,0,18.71,0,0,1
2025-01-06,4,1,16.25,0,0,1
2025-01-06,4,2,13.39,0,0,1
2025-01-06,4,3,10.07,0,0,1
2025-01-06,4,4,10.66,0,0,1
2025-01-06,5,0,7.02,0,0,1
2025-01-06,5,1,12.17,0,0,1
2025-01-06,5,2,11.08,0,0,1
2025-01-06,5,3,11.05,0,0,1
2025-01-06,5,4,7.77,0,0,1
2025-01-06,6,0,11.1,0,0,1
2025-01-06,6,1,12.02,0,0,1
2025-01-06,6,2,9.46,0,0,1
2025-01-06,6,3,14.11,0,0,1
2025-01-06,6,4,10.06,0,0,1
2025-01-06,7,0,26.96,0,0,1
2025-01-06,7,1,28.25,0,0,1
2025-01-06,7,2,39.53,0,0,1
2025-01-06,7,3,27.33,0,0,1
2025-01-06,7,4,18.28,0,0,1
2025-01-06,8,0,34.03,0,0,1
2025-01-06,8,1,19.51,0,0,1
2025-01-06,8,2,25.99,0,0,1
2025-01-06,8,3,28.31,0,0,1
2025-01-06,8,4,20.93,0,0,1
2025-01-06,9,0,37.48,0,0,1
2025-01-06,9,1,30.41,0,0,1
2025-01-06,9,2,29.0,0,0,1
2025-01-06,9,3,28.39,0,0,1
2025-01-06,9,4,25.11,0,0,1
2025-01-06,10,0,30.89,0,0,1
2025-01-06,10,1,27.64,0,0,1
2025-01-06,10,2,27.47,0,0,1
2025-01-06,10,3,26.15,0,0,1
2025-01-06,10,4,33.51,0,0,1
2025-01-06,11,0,15.36,0,0,1
2025-01-06,11,1,11.76,0,0,1
2025-01-06,11,2,12.37,0,0,1
2025-01-06,11,3,9.07,0,0,1
2025-01-06,11,4,19.58,0,0,1
2025-01-06,12,0,8.85,0,0,1
2025-01-06,12,1,14.77,0,0,1
2025-01-06,12,2,14.92,0,0,1
